Country,Crop,Year,Yield,Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Climate scenario,Scenario source,Local delta T,Local delta T from 2005,Annual Precipitation change each study  (mm),Annual Precipitation change  from 2005 (mm),Global delta T from pre-industrial period,Global delta T from 2005,Projected yield (t/ha),Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%),Climate impacts per decade (%),CO2,CO2 ppm,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period)
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,-0.1,-0.105,-0.1075268817,-0.01,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,-2.6,-2.73,-1.677419355,-0.26,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,0.2,0.21,0.2150537634,0.02,Yes,416.1,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,-1.7,-1.785,-1.096774194,-0.17,Yes,490.5,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,92.17432551,1.5,0.71,0.0,0.7,0.735,0.752688172,0.07,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,122.2525071,2.0,1.21,0.0,-2.4,-2.52,-1.548387097,-0.24,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,92.17432551,1.5,0.71,0.0,4.1,4.305,4.408602151,0.41,Yes,416.1,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,122.2525071,2.0,1.21,0.0,9.4,9.87,6.064516129,0.94,Yes,490.5,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,1.2,1.26,1.290322581,0.12,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,-0.9,-0.945,-0.5806451613,-0.09,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,3.9,4.095,4.193548387,0.39,Yes,416.1,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2010,6.548138508,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,8.6,9.03,5.548387097,0.86,Yes,490.5,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,-0.1,-0.105,-0.1075268817,-0.01,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,-2.6,-2.73,-1.677419355,-0.26,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,0.2,0.21,0.2150537634,0.02,Yes,416.1,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,-1.7,-1.785,-1.096774194,-0.17,Yes,490.5,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,92.17432551,1.5,0.71,0.0,0.7,0.735,0.752688172,0.07,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,122.2525071,2.0,1.21,0.0,-2.4,-2.52,-1.548387097,-0.24,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,92.17432551,1.5,0.71,0.0,4.1,4.305,4.408602151,0.41,Yes,416.1,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,28.2,112.97,18.17707634,18.17707634,1415.610093,1415.610093,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,122.2525071,2.0,1.21,0.0,9.4,9.87,6.064516129,0.94,Yes,490.5,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,1.2,1.26,1.290322581,0.12,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,-0.9,-0.945,-0.5806451613,-0.09,No,378.8125,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP2.6,CMIP5,0.93,0.9765,0.0,125.7071522,1.5,0.71,0.0,3.9,4.095,4.193548387,0.39,Yes,416.1,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2010,4.748398584,Asia,36.58,117.16,14.74315262,14.74315262,762.0412846,762.0412846,2110,RCP4.5,CMIP5,1.55,1.6275,0.0,144.3811244,2.0,1.21,0.0,8.6,9.03,5.548387097,0.86,Yes,490.5,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Maize,2015,5.892941417,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP4.5,CMIP5,0.0,1.665186268,0.0,29.31776529,2.08,1.29,9.108,34.31,44.11285714,26.49124485,9.802857143,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Maize,2015,5.892941417,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP6.0,CMIP5,0.0,1.281336134,0.0,26.34425803,1.92,1.13,8.52,25.65,32.97857143,25.73764256,7.328571429,Yes,477.67043,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Maize,2015,5.892941417,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP4.5,CMIP5,0.0,1.093277945,0.0,23.18685338,1.63,0.84,6.264,16.82,21.62571429,19.78061881,4.805714286,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Maize,2015,5.892941417,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP6.0,CMIP5,0.0,0.9542372997,0.0,21.55750118,1.5,0.71,5.703,6.34,8.151428571,8.542349554,1.811428571,Yes,477.67043,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2015,6.886347766,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP4.5,CMIP5,0.0,1.665186268,0.0,29.31776529,2.08,1.29,9.108,34.31,44.11285714,26.49124485,9.802857143,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2015,6.886347766,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP6.0,CMIP5,0.0,1.281336134,0.0,26.34425803,1.92,1.13,8.52,25.65,32.97857143,25.73764256,7.328571429,Yes,477.67043,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2015,6.886347766,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP4.5,CMIP5,0.0,1.093277945,0.0,23.18685338,1.63,0.84,6.264,16.82,21.62571429,19.78061881,4.805714286,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Rice,2015,6.886347766,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP6.0,CMIP5,0.0,0.9542372997,0.0,21.55750118,1.5,0.71,5.703,6.34,8.151428571,8.542349554,1.811428571,Yes,477.67043,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2015,5.392321212,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP4.5,CMIP5,0.0,1.665186268,0.0,29.31776529,2.08,1.29,9.108,34.31,44.11285714,26.49124485,9.802857143,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2015,5.392321212,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP6.0,CMIP5,0.0,1.281336134,0.0,26.34425803,1.92,1.13,8.52,25.65,32.97857143,25.73764256,7.328571429,Yes,477.67043,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2015,5.392321212,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP4.5,CMIP5,0.0,1.093277945,0.0,23.18685338,1.63,0.84,6.264,16.82,21.62571429,19.78061881,4.805714286,Yes,486.53532,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
China,Wheat,2015,5.392321212,Asia,50.0,125.0,0.377990544,0.377990544,493.2368841,493.2368841,2050,RCP6.0,CMIP5,0.0,0.9542372997,0.0,21.55750118,1.5,0.71,5.703,6.34,8.151428571,8.542349554,1.811428571,Yes,477.67043,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP2.6,CMIP5,1.046,1.046,-73.7704,-73.7704,1.587,0.797,6.2142,-7.74682,-7.74682,-7.406137667,-3.098728,Yes,429.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP4.5,CMIP5,1.003,1.003,-94.5868,-94.5868,1.572,0.782,6.1484,-7.95222,-7.95222,-7.928434696,-3.180888,Yes,436.55,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP8.5,CMIP5,1.199,1.199,-74.866,-74.866,1.728,0.938,6.2907,-5.72473,-5.72473,-4.774587156,-2.289892,Yes,451.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP2.6,CMIP5,1.046,1.046,-73.7704,-73.7704,1.587,0.797,6.4463,-5.27361,-5.27361,-5.041692161,-2.109444,Yes,429.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP4.5,CMIP5,1.003,1.003,-94.5868,-94.5868,1.572,0.782,6.4281,-4.74072,-4.74072,-4.726540379,-1.896288,Yes,436.55,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP8.5,CMIP5,1.199,1.199,-74.866,-74.866,1.728,0.938,6.6437,-1.50968,-1.50968,-1.25911593,-0.603872,Yes,451.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP2.6,CMIP5,1.275,1.275,-39.0764,-39.0764,1.791,1.001,6.3858,-8.84412,-8.84412,-6.936564706,-1.96536,Yes,442.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP4.5,CMIP5,1.641,1.641,-95.3172,-95.3172,2.094,1.304,5.9233,-14.4579,-14.4579,-8.810420475,-3.212866667,Yes,487.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP8.5,CMIP5,2.14,2.14,-74.5008,-74.5008,2.593,1.803,5.3723,-21.7037,-21.7037,-10.14191589,-4.823044444,Yes,545.35,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP2.6,CMIP5,1.275,1.275,-39.0764,-39.0764,1.791,1.001,6.6971,-5.37441,-5.37441,-4.215223529,-1.194313333,Yes,442.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP4.5,CMIP5,1.641,1.641,-95.3172,-95.3172,2.094,1.304,6.4353,-8.16504,-8.16504,-4.975648995,-1.814453333,Yes,487.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP8.5,CMIP5,2.14,2.14,-74.5008,-74.5008,2.593,1.803,6.0249,-13.4883,-13.4883,-6.302943925,-2.9974,Yes,545.35,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP2.6,CMIP5,1.328,1.328,-26.6596,-26.6596,1.833,1.043,6.5898,-4.18735,-4.18735,-3.153125,-0.5583133333,Yes,431.45,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP4.5,CMIP5,2.073,2.073,-66.8316,-66.8316,2.607,1.817,5.8179,-14.2622,-14.2622,-6.879980704,-1.901626667,Yes,530.65,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP8.5,CMIP5,4.17,4.17,-130.0112,-130.0112,4.118,3.328,3.3743,-48.3186,-48.3186,-11.58719424,-6.44248,Yes,763.4,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP2.6,CMIP5,1.328,1.328,-26.6596,-26.6596,1.833,1.043,6.8447,-1.44019,-1.44019,-1.084480422,-0.1920253333,Yes,431.45,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP4.5,CMIP5,2.073,2.073,-66.8316,-66.8316,2.607,1.817,6.487,-5.63944,-5.63944,-2.720424506,-0.7519253333,Yes,530.65,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Maize,2005,6.918231324,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP8.5,CMIP5,4.17,4.17,-130.0112,-130.0112,4.118,3.328,4.2078,-37.3801,-37.3801,-8.964052758,-4.984013333,Yes,763.4,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP2.6,CMIP5,1.046,1.046,-73.7704,-73.7704,1.587,0.797,6.2142,-7.74682,-7.74682,-7.406137667,-3.098728,Yes,429.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP4.5,CMIP5,1.003,1.003,-94.5868,-94.5868,1.572,0.782,6.1484,-7.95222,-7.95222,-7.928434696,-3.180888,Yes,436.55,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP8.5,CMIP5,1.199,1.199,-74.866,-74.866,1.728,0.938,6.2907,-5.72473,-5.72473,-4.774587156,-2.289892,Yes,451.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP2.6,CMIP5,1.046,1.046,-73.7704,-73.7704,1.587,0.797,6.4463,-5.27361,-5.27361,-5.041692161,-2.109444,Yes,429.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP4.5,CMIP5,1.003,1.003,-94.5868,-94.5868,1.572,0.782,6.4281,-4.74072,-4.74072,-4.726540379,-1.896288,Yes,436.55,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2030,RCP8.5,CMIP5,1.199,1.199,-74.866,-74.866,1.728,0.938,6.6437,-1.50968,-1.50968,-1.25911593,-0.603872,Yes,451.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP2.6,CMIP5,1.275,1.275,-39.0764,-39.0764,1.791,1.001,6.3858,-8.84412,-8.84412,-6.936564706,-1.96536,Yes,442.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP4.5,CMIP5,1.641,1.641,-95.3172,-95.3172,2.094,1.304,5.9233,-14.4579,-14.4579,-8.810420475,-3.212866667,Yes,487.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP8.5,CMIP5,2.14,2.14,-74.5008,-74.5008,2.593,1.803,5.3723,-21.7037,-21.7037,-10.14191589,-4.823044444,Yes,545.35,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP2.6,CMIP5,1.275,1.275,-39.0764,-39.0764,1.791,1.001,6.6971,-5.37441,-5.37441,-4.215223529,-1.194313333,Yes,442.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP4.5,CMIP5,1.641,1.641,-95.3172,-95.3172,2.094,1.304,6.4353,-8.16504,-8.16504,-4.975648995,-1.814453333,Yes,487.15,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2050,RCP8.5,CMIP5,2.14,2.14,-74.5008,-74.5008,2.593,1.803,6.0249,-13.4883,-13.4883,-6.302943925,-2.9974,Yes,545.35,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP2.6,CMIP5,1.328,1.328,-26.6596,-26.6596,1.833,1.043,6.5898,-4.18735,-4.18735,-3.153125,-0.5583133333,Yes,431.45,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP4.5,CMIP5,2.073,2.073,-66.8316,-66.8316,2.607,1.817,5.8179,-14.2622,-14.2622,-6.879980704,-1.901626667,Yes,530.65,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP8.5,CMIP5,4.17,4.17,-130.0112,-130.0112,4.118,3.328,3.3743,-48.3186,-48.3186,-11.58719424,-6.44248,Yes,763.4,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP2.6,CMIP5,1.328,1.328,-26.6596,-26.6596,1.833,1.043,6.8447,-1.44019,-1.44019,-1.084480422,-0.1920253333,Yes,431.45,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP4.5,CMIP5,2.073,2.073,-66.8316,-66.8316,2.607,1.817,6.487,-5.63944,-5.63944,-2.720424506,-0.7519253333,Yes,530.65,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Croatia,Wheat,2005,4.114431841,Europe,45.1,15.2,11.78030037,9.789481163,951.6197607,1455.086332,2080,RCP8.5,CMIP5,4.17,4.17,-130.0112,-130.0112,4.118,3.328,4.2078,-37.3801,-37.3801,-8.964052758,-4.984013333,Yes,763.4,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2030,RCP2.6,CMIP5,1.089,1.089,51.8584,51.8584,1.587,0.797,5.4105,-20.398,-20.398,-18.73094582,-8.1592,Yes,429.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2030,RCP4.5,CMIP5,1.131,1.131,31.7724,31.7724,1.572,0.782,5.2605,-24.3463,-24.3463,-21.52634836,-9.73852,Yes,436.55,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2030,RCP8.5,CMIP5,1.165,1.165,62.8144,62.8144,1.728,0.938,5.0345,-28.6792,-28.6792,-24.61733906,-11.47168,Yes,451.9,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2030,RCP2.6,CMIP5,1.089,1.089,51.8584,51.8584,1.587,0.797,5.7347,-16.5127,-16.5127,-15.16317723,-6.60508,Yes,429.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2030,RCP4.5,CMIP5,1.131,1.131,31.7724,31.7724,1.572,0.782,5.6346,-19.6887,-19.6887,-17.40822281,-7.87548,Yes,436.55,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2030,RCP8.5,CMIP5,1.165,1.165,62.8144,62.8144,1.728,0.938,5.5008,-22.4006,-22.4006,-19.22798283,-8.96024,Yes,451.9,Yes,No,Yes,No,Yes,No,No,Yes,Combined,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2050,RCP2.6,CMIP5,1.127,1.127,40.172,40.172,1.791,1.001,6.1516,-8.53597,-8.53597,-7.574063886,-1.896882222,Yes,442.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
Denmark,Wheat,2005,7.232795619,Europe,56.2639,9.50179,8.646186644,8.133206367,899.778731,851.610972,2050,RCP4.5,CMIP5,1.626,1.626,40.5372,40.5372,2.094,1.304,5.553,-19.7254,-19.7254,-12.13124231,-4.383422222,Yes,487.15,No,No,No,No,No,No,No,No,No,0.0,0.0,0.0,0.0
